dataset_name,description,resource_type,metadata_created_date,identifier,doi,publisher,maintainer,a_id,data_last_modified,public_access,data_first_published
Codebook vectors from a trained emergent self-organizing map displaying multivariate topology of geochemical and reservoir temperature data from produced and geothermal waters of the United States,This data matrix contains the codebook vectors for a 82 x 50 neuron Emergent Self-Organizing Map which describes the multivariate topology of reservoir temperature and geochemical data for 190 samples...,Dataset,"June 1, 2023",USGS:5bbe1379e4b0fc368eb1d6fd,Not available,U.S. Geological Survey,Mark A. Engle,http://datainventory.doi.gov/id/dataset/52cc737aa36ea28c0daff4f562136340,20200819,public,Not available
Process-guided deep learning water temperature predictions: 3c All lakes historical inputs,This dataset includes model inputs that describe weather conditions for the 68 lakes included in this study. Weather data comes from gridded estimates (Mitchell et al. 2004). There are two...,Dataset,"June 1, 2023",USGS:5d98e0a3e4b0c4f70d1186ee,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/d83222e50c2861a2816a88ec69feff88,20200820,public,Not available
Process-guided deep learning water temperature predictions: 3b Sparkling Lake inputs,"This dataset includes model inputs that describe local weather conditions for Sparkling Lake, WI. Weather data comes from two sources: locally measured (2009-2017) and gridded estimates (all other time periods)....",Dataset,"June 1, 2023",USGS:5d98e0dbe4b0c4f70d1186f3,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/de350c7af1face054e053735c45b307e,20200820,public,Not available
Data release: Process-guided deep learning predictions of lake water temperature,<p>Climate change has been shown to influence lake temperatures in different ways. To better understand the diversity of lake responses to climate change and give managers tools to manage individual...,Dataset,"June 1, 2023",USGS:5d88ea50e4b0c4f70d0ab3c0,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/daee6eebb5740f8dacd37796fefc5d5d,20200820,public,Not available
"Tri-axial acceleration data from California condors (Gymnogyps californianus), California, USA","We outfitted nine condors in a flight pen with patagial tags, each with a unique ID, and a proprietary solar powered Global Positioning System-Global System for Mobile Communications (GPS-GSM) telemetry...",Dataset,"June 1, 2023",USGS:64403556d34ee8d4ade6d70f,Not available,U.S. Geological Survey,FRESC Metadata Coordinator,http://datainventory.doi.gov/id/dataset/74198f4d7e19c04797d076698b25654e,20240906,public,Not available
Fire Regimes in the Mojave Desert (1972-2010),"This U.S. Geological Survey data release consists of 3 raster datasets representing estimates of probability of ignition (ProbIgnitPredict.tif), fire frequency (FrequencyPredictRF.tif), and burn severity (dNBRPredictRF.tif) in the Mojave Desert from...",Dataset,"June 1, 2023",USGS:62212a30d34ee0c6b38b6257,Not available,U.S. Geological Survey,Data Manager,http://datainventory.doi.gov/id/dataset/07e6a21d0ca0188ec08a44317934b191,20221028,public,Not available
Predicting compound amenability with liquid chromatography-mass spectrometry to improve non-targeted analysis,The dataset and experimental and predicted amenability calls are provided in the supplemental file “Supplemental_ToxCast_PhaseII.xlsx”.,Not available,"September 2, 2022",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Multilayer perceptron classifier and shoreline extraction model archive for Minnesota Point PlanetScope satellite imagery,"A site-specific multilayer perceptron model was developed to classify PlanetScope satellite imagery of Minnesota Point, and the classifier was paired with a shoreline delineation routine to extract the position of...",Dataset,"August 25, 2024",USGS:668d6793d34eb8d205624aec,Not available,U.S. Geological Survey,Collin J. Roland,http://datainventory.doi.gov/id/dataset/e0cc1881ff3c533d429a09000e50e6a7,20241118,public,Not available
Predictive soil property map: Gypsum content,These data were compiled to demonstrate new predictive mapping approaches and provide comprehensive gridded 30-meter resolution soil property maps for the Colorado River Basin above Hoover Dam. Random forest models...,Dataset,"June 1, 2023",USGS:5e90b2c382ce172707ed6ede,Not available,U.S. Geological Survey,Travis W Nauman,http://datainventory.doi.gov/id/dataset/d68bbfe0b3ad5c02c4052d96748f12fa,20200827,public,Not available
Predicting water temperature in the Delaware River Basin,<p>Daily temperature predictions in the Delaware River Basin (DRB) can inform decision makers who can use cold-water reservoir releases to maintain thermal habitat for sensitive fish and mussel species. This...,Dataset,"June 1, 2023",USGS:5f6a26af82ce38aaa2449100,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/32ce3bb1d1f3054f241de9b24c68aec2,20210817,public,Not available
Predictive soil property map: Silt content,These data were compiled to demonstrate new predictive mapping approaches and provide comprehensive gridded 30-meter resolution soil property maps for the Colorado River Basin above Hoover Dam. Random forest models...,Dataset,"June 1, 2023",USGS:5e90b32e82ce172707ed72a7,Not available,U.S. Geological Survey,Travis W Nauman,http://datainventory.doi.gov/id/dataset/0ea7e6ab1904b582c620fab169a85e97,20200827,public,Not available
Data for Machine Learning Predictions of Nitrate in Shallow Groundwater in the Conterminous United States,An extreme gradient boosting (XGB) machine learning model was developed to predict the distribution of nitrate in shallow groundwater across the conterminous United States (CONUS). Nitrate was predicted at a...,Dataset,"October 4, 2023",USGS:6442e3c8d34ee8d4ade8eaef,Not available,U.S. Geological Survey,Katherine M. Ransom,http://datainventory.doi.gov/id/dataset/1873f9bccb29805727a3306e03bb56c8,20230928,public,Not available
Process-guided deep learning water temperature predictions: 3 Model inputs (meteorological inputs and ice flags),"This dataset includes model inputs (specifically, weather and flags for predicted ice-cover) and is part of a larger data release of lake temperature model inputs and outputs for 68 lakes...",Dataset,"June 1, 2023",e35513af-2353-4676-9197-5b2b20bd056b,Not available,Climate Adaptation Science Centers,U.S. Geological Survey (Point of Contact),http://datainventory.doi.gov/id/dataset/229c4d92e5ad4dcc1dcb9989ac18dc2e,2020-08-20,public,Not available
INTEGRATE - Inverse Network Transformations for Efficient Generation of Robust Airfoil and Turbine Enhancements,The INTEGRATE (Inverse Network Transformations for Efficient Generation of Robust Airfoil and Turbine Enhancements) project is developing a new inverse-design capability for the aerodynamic design of wind turbine rotors using...,Dataset,"May 21, 2022",https://data.openei.org/submissions/5703,Not available,National Renewable Energy Laboratory (NREL),Ganesh Vijayakumar,Not available,2022-06-16T14:56:25Z,public,2021-05-04T06:00:00Z
Designing QSARs for Parameters of High-Throughput Toxicokinetic Models Using Open-Source Descriptors,Additional details used in the methods are found in the MS Word file “S1_Dawson et al._Supporting_Information.docx”. The MS Excel file “S2_Dawson et al. Supporting Information.xlsx” contains datasets and graphical results....,Not available,"July 20, 2021",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Read-across application for emissions estimation,The emission data used is based on this publication.,Not available,"January 14, 2024",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Predictive soil property map: Surface rock,These data were compiled to demonstrate new predictive mapping approaches and provide comprehensive gridded 30-meter resolution soil property maps for the Colorado River Basin above Hoover Dam. Random forest models...,Dataset,"June 1, 2023",USGS:5e90b36782ce172707ed746b,Not available,U.S. Geological Survey,Travis W Nauman,http://datainventory.doi.gov/id/dataset/ff49676be59839f82f8f25616ae16581,20200827,public,Not available
Trojan Detection Software Challenge - nlp-question-answering-sep2021-holdout,"Round 8 Holdout DatasetThis is the training data used to construct and evaluate trojan detection software solutions. This data, generated at NIST, consists of natural language processing (NLP) AIs trained...",Dataset,"February 3, 2022",ark:/88434/mds2-2538,Not available,National Institute of Standards and Technology,Michael Paul Majurski,Not available,2021-08-09 00:00:00,public,2022-01-26
Coastal Change Likelihood in the U.S. Northeast Region: Maine to Virginia - Perpetual Hazards,"Coastal resources are increasingly impacted by erosion, extreme weather events, sea-level rise, tidal flooding, and other potential hazards related to climate change. These hazards have varying impacts on coastal landscapes...",Dataset,"June 1, 2023",USGS:6178323ad34e4c6b7fe2a4a0,Not available,U.S. Geological Survey,Travis K Sterne,http://datainventory.doi.gov/id/dataset/804f9495b8f8d42911692ef172fcb68b,20230228,public,Not available
Code for Predicting MIEs from Gene Expression and Chemical Target Labels with Machine Learning (MIEML),Modeling data and analysis scripts generated during the current study are available in the github repository: https://github.com/USEPA/CompTox-MIEML. RefChemDB is available for download as supplemental material from its original publication (PMID:...,Not available,"April 21, 2022",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"4 Model Code: Deep learning approaches for improving prediction of daily stream temperature in data-scarce, unmonitored, and dammed basins",<p>This data release component contains model code and configurations for the LSTM models used to predict stream temperature.</p>,Dataset,"June 1, 2023",USGS:6084cb16d34eadd49d31aead,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/3c4d4ac3e740364fe93eadb61db61fc8,20210927,public,Not available
ANDiE: the Autonomous Neutron Diffraction Explorer.,ANDiE the Autonomous Neutron Diffraction Explorer is a tool for autonomously discovering the magnetic transition temperature and transition dynamics of a material from neutron diffraction experiments. The Jupyter notebooks used...,Dataset,"October 2, 2021",ark:/88434/mds2-2449,Not available,National Institute of Standards and Technology,Austin McDannald,Not available,2021-08-23 00:00:00,public,Not available
Software for Evaluating Convolutional Generative Adversarial Networks with Classical Random Process Noise Models,"This research software package contains Python code to execute experiments on deep generative modeling of classical random process models for noise time series. Specifically, it includes Pytorch implementations of two...",Dataset,"July 29, 2022",ark:/88434/mds2-2695,Not available,National Institute of Standards and Technology,Adam Wunderlich,Not available,2022-07-03 00:00:00,public,2022-07-08
